Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2022-03-02 00:00:00+00:00,133.56234741210938,134.57150268554688,135.2624969482422,133.07150268554688,134.6280059814453,23520000
2022-03-03 00:00:00+00:00,132.89535522460938,133.89950561523438,136.4394989013672,133.02549743652344,136.00999450683594,24604000
2022-03-04 00:00:00+00:00,130.9173126220703,131.906494140625,133.85150146484375,130.33749389648438,132.92750549316406,30430000
2022-03-07 00:00:00+00:00,125.43077850341797,126.37850189208984,131.73500061035156,126.29499816894531,131.48800659179688,45112000
2022-03-08 00:00:00+00:00,126.15133666992188,127.10449981689453,131.25,125.67449951171875,126.25,40428000
2022-03-09 00:00:00+00:00,132.41946411132812,133.4199981689453,133.73550415039062,129.90049743652344,131.25,37026000
2022-03-10 00:00:00+00:00,131.43641662597656,132.42950439453125,133.27200317382812,130.91250610351562,131.26600646972656,27102000
2022-03-11 00:00:00+00:00,128.89659118652344,129.87049865722656,133.79550170898438,129.63150024414062,133.48849487304688,31526000
2022-03-14 00:00:00+00:00,125.00647735595703,125.95099639892578,130.40899658203125,125.2750015258789,130.25,38812000
2022-03-15 00:00:00+00:00,128.2291259765625,129.197998046875,129.85450744628906,125.72049713134766,126.97599792480469,30920000
2022-03-16 00:00:00+00:00,132.281005859375,133.28050231933594,133.33299255371094,128.7344970703125,130.73300170898438,35576000
2022-03-17 00:00:00+00:00,132.8353271484375,133.83900451660156,134.08050537109375,132.18499755859375,133.1490020751953,28264000
2022-03-18 00:00:00+00:00,135.1046905517578,136.12550354003906,136.24400329589844,132.2584991455078,133.42449951171875,44566000
2022-03-21 00:00:00+00:00,135.0808563232422,136.10150146484375,137.0500030517578,134.09249877929688,136.1634979248047,26832000
2022-03-22 00:00:00+00:00,138.81912231445312,139.8679962158203,141.0500030517578,136.10150146484375,136.10150146484375,35496000
2022-03-23 00:00:00+00:00,137.2385711669922,138.27549743652344,139.5885009765625,137.8350067138672,138.70249938964844,25154000
2022-03-24 00:00:00+00:00,140.51036071777344,141.57200622558594,141.61900329589844,137.75050354003906,139.1999969482422,26396000
2022-03-25 00:00:00+00:00,140.610595703125,141.67300415039062,142.03500366210938,139.7375030517578,141.91600036621094,24126000
2022-03-28 00:00:00+00:00,140.39471435546875,141.45550537109375,142.00250244140625,139.81149291992188,140.90049743652344,35050000
2022-03-29 00:00:00+00:00,141.4368438720703,142.5054931640625,143.7935028076172,142.0384979248047,142.6475067138672,34318000
2022-03-30 00:00:00+00:00,140.87408447265625,141.93850708007812,142.7205047607422,141.60000610351562,142.4600067138672,19884000
2022-03-31 00:00:00+00:00,138.0246124267578,139.0675048828125,142.10800170898438,139.02450561523438,142.05299377441406,37524000
2022-04-01 00:00:00+00:00,139.09950256347656,140.15049743652344,140.4709930419922,138.3074951171875,139.5,25942000
2022-04-04 00:00:00+00:00,141.8993377685547,142.97149658203125,143.71200561523438,140.3105010986328,140.35850524902344,25942000
2022-04-05 00:00:00+00:00,139.53671264648438,140.59100341796875,142.99049377441406,140.38250732421875,142.86900329589844,21418000
2022-04-06 00:00:00+00:00,135.52401733398438,136.54800415039062,139.36050415039062,135.51699829101562,138.75,32468000
2022-04-07 00:00:00+00:00,134.8694610595703,135.8885040283203,137.1645050048828,134.2274932861328,136.00999450683594,26234000
2022-04-08 00:00:00+00:00,132.28797912597656,133.28750610351562,135.6699981689453,132.9654998779297,135.58349609375,25142000
2022-04-11 00:00:00+00:00,127.85745239257812,128.82350158691406,132.09249877929688,128.6685028076172,131.82350158691406,36884000
2022-04-12 00:00:00+00:00,126.75675964355469,127.7145004272461,131.60000610351562,126.78900146484375,131.60000610351562,32710000
2022-04-13 00:00:00+00:00,128.91990661621094,129.8939971923828,130.33399963378906,127.74099731445312,128.0,27928000
2022-04-14 00:00:00+00:00,125.77964782714844,126.7300033569336,130.47950744628906,126.60099792480469,130.47950744628906,31598000
2022-04-18 00:00:00+00:00,126.71904754638672,127.67649841308594,128.21249389648438,126.18199920654297,127.0,20808000
2022-04-19 00:00:00+00:00,129.03407287597656,130.00900268554688,130.33299255371094,126.99949645996094,127.69149780273438,26490000
2022-04-20 00:00:00+00:00,127.07980346679688,128.0399932861328,131.3990020751953,127.5,130.89199829101562,31696000
2022-04-21 00:00:00+00:00,123.87850189208984,124.81449890136719,130.09849548339844,124.52649688720703,129.25,36446000
2022-04-22 00:00:00+00:00,118.73834228515625,119.635498046875,125.4020004272461,118.92500305175781,125.0,56884000
2022-04-25 00:00:00+00:00,122.15106201171875,123.0739974975586,123.27749633789062,118.51100158691406,119.10099792480469,46128000
2022-04-26 00:00:00+00:00,117.76023864746094,118.6500015258789,122.51000213623047,118.51100158691406,122.29450225830078,73054000
2022-04-27 00:00:00+00:00,113.4374008178711,114.29450225830078,117.24199676513672,112.73650360107422,114.46949768066406,91820000
2022-04-28 00:00:00+00:00,117.63368225097656,118.52249908447266,119.64949798583984,114.11499786376953,116.41500091552734,48884000
2022-04-29 00:00:00+00:00,113.25377655029297,114.1094970703125,117.91999816894531,113.81449890136719,116.7344970703125,42676000
2022-05-02 00:00:00+00:00,115.70873260498047,116.58300018310547,116.74549865722656,112.5999984741211,113.40499877929688,35534000
2022-05-03 00:00:00+00:00,116.45410919189453,117.33399963378906,118.44200134277344,116.03450012207031,116.43049621582031,24968000
2022-05-04 00:00:00+00:00,121.34416961669922,122.26100158691406,122.85449981689453,115.11599731445312,117.03150177001953,49916000
2022-05-05 00:00:00+00:00,115.6318130493164,116.50550079345703,121.03900146484375,115.00550079345703,120.2040023803711,45840000
2022-05-06 00:00:00+00:00,114.87850189208984,115.74649810791016,117.57150268554688,114.0155029296875,115.18450164794922,39710000
2022-05-09 00:00:00+00:00,111.66726684570312,112.51100158691406,115.0770034790039,112.00050354003906,113.25,40802000
2022-05-10 00:00:00+00:00,113.53714752197266,114.3949966430664,116.25,112.90049743652344,115.50749969482422,39900000
2022-05-11 00:00:00+00:00,112.75057983398438,113.60250091552734,116.364501953125,113.23650360107422,113.23650360107422,37534000
2022-05-12 00:00:00+00:00,111.99776458740234,112.84400177001953,114.29499816894531,109.82450103759766,111.37750244140625,53836000
2022-05-13 00:00:00+00:00,115.18022155761719,116.05049896240234,117.875,113.6050033569336,114.53299713134766,35038000
2022-05-16 00:00:00+00:00,113.58676147460938,114.44499969482422,116.16999816894531,113.8895034790039,114.95549774169922,25990000
2022-05-17 00:00:00+00:00,115.59955596923828,116.4729995727539,116.9000015258789,114.87000274658203,116.84049987792969,23054000
2022-05-18 00:00:00+00:00,111.06035614013672,111.89949798583984,115.4000015258789,111.55549621582031,115.0,35126000
2022-05-19 00:00:00+00:00,109.55622100830078,110.38400268554688,113.01000213623047,110.0,111.43150329589844,34144000
2022-05-20 00:00:00+00:00,108.0912857055664,108.90799713134766,112.18350219726562,105.79650115966797,111.95099639892578,48962000
2022-05-23 00:00:00+00:00,110.65193939208984,111.48799896240234,112.14749908447266,108.74099731445312,109.5875015258789,37184000
2022-05-24 00:00:00+00:00,105.17533111572266,105.97000122070312,106.45850372314453,101.8844985961914,105.77200317382812,76780000
2022-05-25 00:00:00+00:00,105.01155853271484,105.80500030517578,106.5,103.85649871826172,104.9854965209961,40258000
2022-05-26 00:00:00+00:00,106.98416137695312,107.7925033569336,108.64949798583984,105.2249984741211,105.677001953125,37948000
2022-05-27 00:00:00+00:00,111.47423553466797,112.31649780273438,112.31800079345703,109.13849639892578,109.48300170898438,37914000
2022-05-31 00:00:00+00:00,112.90888977050781,113.76200103759766,115.73500061035156,112.07849884033203,112.74649810791016,50012000
2022-06-01 00:00:00+00:00,113.03791809082031,113.89199829101562,117.10150146484375,113.25,114.8550033569336,36606000
2022-06-02 00:00:00+00:00,116.74044799804688,117.62249755859375,117.89949798583984,112.94650268554688,114.0,37992000
2022-06-03 00:00:00+00:00,113.68205261230469,114.54100036621094,116.32150268554688,113.51850128173828,116.0625,26136000
2022-06-06 00:00:00+00:00,115.94445037841797,116.82050323486328,119.34700012207031,116.16400146484375,116.70449829101562,33542000
2022-06-07 00:00:00+00:00,116.27098083496094,117.14949798583984,117.69100189208984,115.052001953125,115.48049926757812,31590000
2022-06-08 00:00:00+00:00,116.3151626586914,117.19400024414062,118.57050323486328,116.5999984741211,116.7614974975586,26108000
2022-06-09 00:00:00+00:00,113.9743423461914,114.83550262451172,118.29900360107422,114.7760009765625,116.32749938964844,25798000
2022-06-10 00:00:00+00:00,110.327880859375,111.1614990234375,113.27899932861328,110.36599731445312,112.44499969482422,41452000
2022-06-13 00:00:00+00:00,105.59465026855469,106.39250183105469,108.79149627685547,106.11900329589844,106.7864990234375,47252000
2022-06-14 00:00:00+00:00,105.91523742675781,106.71549987792969,107.92449951171875,105.80000305175781,106.53500366210938,33706000
2022-06-15 00:00:00+00:00,108.94136810302734,109.7645034790039,111.42350006103516,107.66950225830078,108.54499816894531,39698000
2022-06-16 00:00:00+00:00,105.23834991455078,106.03350067138672,108.64849853515625,105.13800048828125,107.22100067138672,51684000
2022-06-17 00:00:00+00:00,106.34001922607422,107.14350128173828,108.69950103759766,105.0459976196289,106.03350067138672,51376000
2022-06-21 00:00:00+00:00,110.70752716064453,111.54399871826172,112.489501953125,108.5999984741211,108.92949676513672,47416000
2022-06-22 00:00:00+00:00,110.65144348144531,111.48750305175781,113.34649658203125,110.38249969482422,110.55650329589844,30774000
2022-06-23 00:00:00+00:00,111.4002914428711,112.24199676513672,112.74250030517578,110.50050354003906,112.23149871826172,28362000
2022-06-24 00:00:00+00:00,117.09029388427734,117.9749984741211,118.0790023803711,112.95249938964844,112.99500274658203,41164000
2022-06-27 00:00:00+00:00,114.9648666381836,115.83350372314453,118.57949829101562,115.17949676513672,118.27300262451172,36420000
2022-06-28 00:00:00+00:00,111.16754913330078,112.00749969482422,117.30950164794922,111.8479995727539,115.80249786376953,35792000
2022-06-29 00:00:00+00:00,110.86384582519531,111.70149993896484,113.1604995727539,110.87249755859375,111.552001953125,24716000
2022-06-30 00:00:00+00:00,108.14588165283203,108.96299743652344,110.88800048828125,106.75,110.0,43170000
2022-07-01 00:00:00+00:00,107.92208099365234,108.73750305175781,109.25,106.73049926757812,107.93299865722656,35476000
2022-07-05 00:00:00+00:00,112.41364288330078,113.26300048828125,113.37699890136719,105.73149871826172,107.10050201416016,39342000
2022-07-06 00:00:00+00:00,113.71281433105469,114.5719985961914,115.5895004272461,111.47599792480469,113.302001953125,37432000
2022-07-07 00:00:00+00:00,117.8922348022461,118.78299713134766,119.18949890136719,114.83350372314453,115.08000183105469,40936000
2022-07-08 00:00:00+00:00,118.45845794677734,119.35350036621094,119.68499755859375,116.90149688720703,117.25,38238000
2022-07-11 00:00:00+00:00,114.80903625488281,115.67649841308594,117.99800109863281,115.33049774169922,117.99800109863281,31196000
2022-07-12 00:00:00+00:00,113.16545104980469,114.02050018310547,116.9739990234375,113.69000244140625,116.21499633789062,29960000
2022-07-13 00:00:00+00:00,110.51844787597656,111.35350036621094,114.19599914550781,111.20149993896484,111.70099639892578,43722000
2022-07-14 00:00:00+00:00,109.53984832763672,110.36750030517578,111.09300231933594,108.37300109863281,110.21050262451172,37004000
2022-07-15 00:00:00+00:00,110.93927764892578,111.77749633789062,113.1405029296875,110.9000015258789,112.00050354003906,46770000
2022-07-18 00:00:00+00:00,108.21238708496094,109.02999877929688,113.68000030517578,108.37000274658203,112.63999938964844,43164600
2022-07-19 00:00:00+00:00,112.95653533935547,113.80999755859375,114.0199966430664,109.55999755859375,110.8499984741211,36530900
2022-07-20 00:00:00+00:00,113.04585266113281,113.9000015258789,115.4000015258789,112.4800033569336,113.16999816894531,35600400
2022-07-21 00:00:00+00:00,113.48255920410156,114.33999633789062,114.55000305175781,111.11000061035156,114.27999877929688,32676200
2022-07-22 00:00:00+00:00,107.0908432006836,107.9000015258789,112.33999633789062,106.5,111.0,48901200
2022-07-25 00:00:00+00:00,106.70378112792969,107.51000213623047,109.87000274658203,106.30000305175781,108.41000366210938,34690900
2022-07-26 00:00:00+00:00,104.2324447631836,105.0199966430664,107.19999694824219,104.06999969482422,106.5999984741211,47991000
2022-07-27 00:00:00+00:00,112.21215057373047,113.05999755859375,113.91000366210938,108.01000213623047,109.26000213623047,59858500
2022-07-28 00:00:00+00:00,113.36347198486328,114.22000122070312,114.33999633789062,111.45999908447266,112.37000274658203,32816600
2022-07-29 00:00:00+00:00,115.44771575927734,116.31999969482422,116.70999908447266,113.05999755859375,113.08000183105469,37223400
2022-08-01 00:00:00+00:00,113.99864959716797,114.86000061035156,116.72000122070312,114.33999633789062,115.30000305175781,26034300
2022-08-02 00:00:00+00:00,114.26663208007812,115.12999725341797,116.3499984741211,113.72000122070312,114.0,20236000
2022-08-03 00:00:00+00:00,117.19450378417969,118.08000183105469,118.62000274658203,115.4800033569336,115.70999908447266,28499000
2022-08-04 00:00:00+00:00,117.30369567871094,118.19000244140625,118.77999877929688,116.88999938964844,117.4800033569336,21602900
2022-08-05 00:00:00+00:00,116.5890884399414,117.47000122070312,118.11000061035156,116.0,116.2300033569336,19159500
2022-08-08 00:00:00+00:00,116.42037200927734,117.30000305175781,120.1500015258789,116.87999725341797,118.38999938964844,19138300
2022-08-09 00:00:00+00:00,115.75537872314453,116.62999725341797,117.31999969482422,115.70999908447266,117.13999938964844,19086500
2022-08-10 00:00:00+00:00,118.8023681640625,119.69999694824219,120.91999816894531,118.41000366210938,118.77999877929688,30930400
2022-08-11 00:00:00+00:00,117.94880676269531,118.83999633789062,121.48999786376953,118.55999755859375,121.27999877929688,24293700
2022-08-12 00:00:00+00:00,120.76750946044922,121.68000030517578,121.68000030517578,119.45999908447266,120.26000213623047,19096300
2022-08-15 00:00:00+00:00,121.16451263427734,122.08000183105469,122.30000305175781,120.61000061035156,121.12999725341797,19494800
2022-08-16 00:00:00+00:00,120.78736114501953,121.69999694824219,122.43000030517578,120.63999938964844,121.5199966430664,19041200
2022-08-17 00:00:00+00:00,118.65350341796875,119.55000305175781,121.29000091552734,119.37999725341797,120.12000274658203,22847000
2022-08-18 00:00:00+00:00,119.26883697509766,120.16999816894531,120.81999969482422,118.72000122070312,119.43000030517578,17987700
2022-08-19 00:00:00+00:00,116.3310317993164,117.20999908447266,119.1500015258789,116.76000213623047,119.05999755859375,21809500
2022-08-22 00:00:00+00:00,113.38331604003906,114.23999786376953,115.62999725341797,113.8499984741211,115.19999694824219,21456600
2022-08-23 00:00:00+00:00,113.00615692138672,113.86000061035156,115.01000213623047,113.43000030517578,113.4800033569336,15870400
2022-08-24 00:00:00+00:00,112.83744049072266,113.69000244140625,114.77999877929688,112.87000274658203,113.5,17734600
2022-08-25 00:00:00+00:00,115.77523040771484,116.6500015258789,116.72000122070312,114.11000061035156,114.23999786376953,16956800
2022-08-26 00:00:00+00:00,109.5125503540039,110.33999633789062,115.12000274658203,110.19000244140625,114.72000122070312,37245700
2022-08-29 00:00:00+00:00,108.59944152832031,109.41999816894531,110.94999694824219,108.80000305175781,109.98999786376953,21191200
2022-08-30 00:00:00+00:00,108.12305450439453,108.94000244140625,110.5,107.80000305175781,110.16999816894531,27513300
2022-08-31 00:00:00+00:00,107.40845489501953,108.22000122070312,110.8499984741211,108.12999725341797,110.6500015258789,28627000
2022-09-01 00:00:00+00:00,108.91705322265625,109.73999786376953,110.44999694824219,107.36000061035156,108.27999877929688,28360900
2022-09-02 00:00:00+00:00,107.04122924804688,107.8499984741211,110.73999786376953,107.26000213623047,110.58999633789062,24160700
2022-09-06 00:00:00+00:00,106.00902557373047,106.80999755859375,108.02999877929688,105.77999877929688,107.30000305175781,25068300
2022-09-07 00:00:00+00:00,108.62923431396484,109.44999694824219,109.9800033569336,106.9000015258789,107.05999755859375,23167000
2022-09-08 00:00:00+00:00,107.5672378540039,108.37999725341797,109.5999984741211,107.16000366210938,108.04000091552734,24238300
2022-09-09 00:00:00+00:00,109.82022857666016,110.6500015258789,110.98999786376953,109.0199966430664,109.06999969482422,23197700
2022-09-12 00:00:00+00:00,110.02865600585938,110.86000061035156,111.62000274658203,109.93000030517578,110.98999786376953,22966800
2022-09-13 00:00:00+00:00,103.53770446777344,104.31999969482422,108.30000305175781,104.08999633789062,107.80000305175781,38172900
2022-09-14 00:00:00+00:00,104.21259307861328,105.0,105.27999877929688,103.66000366210938,104.56999969482422,26395100
2022-09-15 00:00:00+00:00,102.1382827758789,102.91000366210938,105.2699966430664,102.3499984741211,104.02999877929688,34188300
2022-09-16 00:00:00+00:00,102.02909851074219,102.80000305175781,103.12999725341797,100.94000244140625,102.06999969482422,42797200
2022-09-19 00:00:00+00:00,102.29706573486328,103.06999969482422,103.33000183105469,101.55000305175781,101.75,23036800
2022-09-20 00:00:00+00:00,100.38155364990234,101.13999938964844,102.37000274658203,100.5199966430664,102.08000183105469,26517100
2022-09-21 00:00:00+00:00,98.53549194335938,99.27999877929688,102.87999725341797,99.2699966430664,101.66999816894531,31487300
2022-09-22 00:00:00+00:00,99.3890380859375,100.13999938964844,101.23999786376953,98.79000091552734,98.81999969482422,34298600
2022-09-23 00:00:00+00:00,97.9995346069336,98.73999786376953,99.66000366210938,97.47000122070312,99.62999725341797,31625400
2022-09-26 00:00:00+00:00,97.4338150024414,98.16999816894531,99.87999725341797,97.80000305175781,98.0999984741211,27072700
2022-09-27 00:00:00+00:00,96.76884460449219,97.5,100.0,96.87000274658203,99.43000030517578,30072800
2022-09-28 00:00:00+00:00,99.29972076416016,100.05000305175781,100.69999694824219,97.11000061035156,97.6500015258789,32466300
2022-09-29 00:00:00+00:00,96.68944549560547,97.41999816894531,98.63999938964844,95.95999908447266,98.63999938964844,31047200
2022-09-30 00:00:00+00:00,94.9327163696289,95.6500015258789,98.9000015258789,95.55999755859375,97.05000305175781,32941500
2022-10-03 00:00:00+00:00,97.9002914428711,98.63999938964844,99.29000091552734,96.5199966430664,96.76000213623047,27982000
2022-10-04 00:00:00+00:00,100.87779998779297,101.63999938964844,101.83999633789062,100.37999725341797,100.44000244140625,28850800
2022-10-05 00:00:00+00:00,100.66937255859375,101.43000030517578,101.93000030517578,98.80000305175781,99.83000183105469,22176900
2022-10-06 00:00:00+00:00,100.65943908691406,101.41999816894531,102.93000030517578,100.58999633789062,100.68000030517578,22324000
2022-10-07 00:00:00+00:00,97.93999481201172,98.68000030517578,100.52999877929688,98.30000305175781,99.8499984741211,27502800
2022-10-10 00:00:00+00:00,97.12613677978516,97.86000061035156,99.0999984741211,97.01000213623047,99.0,18225100
2022-10-11 00:00:00+00:00,96.45124816894531,97.18000030517578,99.25,96.30999755859375,97.43000030517578,26507100
2022-10-12 00:00:00+00:00,96.8283920288086,97.55999755859375,98.75,96.73999786376953,97.30000305175781,21876400
2022-10-13 00:00:00+00:00,98.31714630126953,99.05999755859375,99.77999877929688,94.37999725341797,95.1500015258789,34574500
2022-10-14 00:00:00+00:00,95.83588409423828,96.55999755859375,100.69000244140625,96.37000274658203,99.98999786376953,25410700
2022-10-17 00:00:00+00:00,99.22032165527344,99.97000122070312,100.93000030517578,98.83000183105469,98.86000061035156,28419200
2022-10-18 00:00:00+00:00,100.01431274414062,100.7699966430664,103.47000122070312,99.97000122070312,103.12999725341797,24060700
2022-10-19 00:00:00+00:00,98.88287353515625,99.62999725341797,101.0199966430664,98.91999816894531,100.01000213623047,23811100
2022-10-20 00:00:00+00:00,99.22032165527344,99.97000122070312,102.31999969482422,99.38999938964844,100.0,25323200
2022-10-21 00:00:00+00:00,100.37161254882812,101.12999725341797,101.30999755859375,97.72000122070312,97.8499984741211,32458700
2022-10-24 00:00:00+00:00,101.7511978149414,102.5199966430664,102.75,99.9800033569336,101.80000305175781,27176400
2022-10-25 00:00:00+00:00,103.69650268554688,104.4800033569336,104.81999969482422,102.72000122070312,102.9000015258789,40611400
2022-10-26 00:00:00+00:00,94.2181167602539,94.93000030517578,98.30999755859375,94.69000244140625,96.43000030517578,88114100
2022-10-27 00:00:00+00:00,91.52843475341797,92.22000122070312,95.43000030517578,91.80000305175781,94.5199966430664,60710900
2022-10-28 00:00:00+00:00,95.56793212890625,96.29000091552734,96.55000305175781,92.12999725341797,92.2699966430664,43697300
2022-10-31 00:00:00+00:00,93.80125427246094,94.51000213623047,96.02999877929688,93.9800033569336,95.41999816894531,31675000
2022-11-01 00:00:00+00:00,89.79156494140625,90.47000122070312,96.02999877929688,90.37000274658203,95.44999694824219,47161400
2022-11-02 00:00:00+00:00,86.31780242919922,86.97000122070312,91.18000030517578,86.87999725341797,90.94000244140625,57038300
2022-11-03 00:00:00+00:00,82.80435943603516,83.43000030517578,86.5199966430664,83.33999633789062,86.31999969482422,61288000
2022-11-04 00:00:00+00:00,85.93073272705078,86.58000183105469,86.63999938964844,83.70999908447266,85.4000015258789,51124900
2022-11-07 00:00:00+00:00,87.82640075683594,88.48999786376953,88.9000015258789,86.8499984741211,87.27999877929688,34078900
2022-11-08 00:00:00+00:00,88.23333740234375,88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,30429000
2022-11-09 00:00:00+00:00,86.66519165039062,87.31999969482422,89.44000244140625,87.27999877929688,88.44999694824219,31769100
2022-11-10 00:00:00+00:00,93.23554229736328,93.94000244140625,94.38999938964844,91.61000061035156,92.25,51620100
2022-11-11 00:00:00+00:00,95.68702697753906,96.41000366210938,96.93000030517578,93.91999816894531,94.69000244140625,33090500
2022-11-14 00:00:00+00:00,94.98233032226562,95.69999694824219,96.79000091552734,94.51000213623047,95.08999633789062,30179500
2022-11-15 00:00:00+00:00,97.70178985595703,98.44000244140625,100.13999938964844,96.70999908447266,98.26000213623047,41640800
2022-11-16 00:00:00+00:00,98.10871887207031,98.8499984741211,99.63999938964844,97.63999938964844,97.9000015258789,29105200
2022-11-17 00:00:00+00:00,97.62239074707031,98.36000061035156,99.27999877929688,96.79000091552734,96.97000122070312,26052600
2022-11-18 00:00:00+00:00,96.69935607910156,97.43000030517578,98.9000015258789,96.37000274658203,98.7699966430664,28342300
2022-11-21 00:00:00+00:00,94.88309478759766,95.5999984741211,98.4000015258789,95.36000061035156,97.29000091552734,21647400
2022-11-22 00:00:00+00:00,96.32221984863281,97.05000305175781,97.22000122070312,94.05000305175781,95.94999694824219,23438500
2022-11-23 00:00:00+00:00,97.72163391113281,98.45999908447266,98.76000213623047,97.08999633789062,97.08999633789062,18868100
2022-11-25 00:00:00+00:00,96.7291488647461,97.45999908447266,98.63999938964844,97.4000015258789,98.23999786376953,9701400
2022-11-28 00:00:00+00:00,95.32972717285156,96.05000305175781,97.58000183105469,95.61000061035156,97.04000091552734,26237500
2022-11-29 00:00:00+00:00,94.4761734008789,95.19000244140625,96.12000274658203,94.11000061035156,95.7300033569336,20061700
2022-11-30 00:00:00+00:00,100.232666015625,100.98999786376953,101.04000091552734,94.41999816894531,94.81999969482422,43647500
